listing_id,proxy_mean,proxy_std,review_count,mabs_mean,mover_mean,munder_mean,rating_mean,delta_S01,delta_S02,delta_S03,delta_S04,delta_S05,delta_S06,delta_S07,delta_S08,delta_S09,delta_S10,over_ratio,under_ratio
14316232,-0.0032915310132672856,0.0372499019699479,29,0.08671842937931029,0.032164473793103415,0.054553955586206834,4.69,-0.08856297689655164,0.006107126551724169,-0.03634717344827585,0.0598798037931034,-0.010392883793103446,0.061876288275862085,-0.10948564965517235,0.007590457241379331,-0.09251030793103442,-0.022049502068965547,0.5172413793103449,0.4827586206896552
14989805,-0.07879141218099116,0.039676638366306693,79,0.154164467856962,0.09877137884430379,0.05539308901265819,4.96,-0.15498290088607594,0.13257992556962023,-0.18306874481012653,0.17792969683544302,0.004435450468354474,0.23109424848101268,-0.0004951943037974772,-0.08641509531645569,0.00827174582278481,0.30443376645569614,0.0,1.0
15580397,0.027128235378122277,0.02521893521847295,25,0.08237455415999996,0.014441947399999978,0.06793260675999996,4.69,-0.05599192439999998,-0.10490012279999998,-0.11513051839999995,-0.07808586959999995,0.025294774400000018,-0.059758999599999946,-0.020975307600000045,-0.12502495200000005,0.0010808580000000356,-0.0014145316000000086,0.84,0.16
16531782,0.024930391684635296,0.04122376712412348,230,0.09195112100434778,0.01972427076521735,0.0722268502391304,4.77,-0.08416215943478253,-0.08441316169565213,-0.05264403082608698,-0.11018792878260868,-0.0057540838695651995,0.012060146565217422,-0.0018583677826087312,-0.062071961173913094,-0.10322563199999997,-0.032768615739130424,0.7391304347826086,0.2608695652173913
17238066,0.06672632796414901,0.045088147704403274,51,0.09949570043999999,0.03172276722431371,0.06777293321568625,4.92,0.08654200392156863,-0.0004371301960784059,-0.1370206233333333,-0.012744886666666705,-0.04015067607843133,0.02398195235294115,-0.15224182764705882,-0.08734253313725489,-0.00862279980392157,-0.032465139325490174,0.9215686274509803,0.0784313725490196
17514620,-0.052119857433392994,0.03453402273493598,30,0.0854584287333333,0.026163681766666644,0.05929474696666663,4.75,-0.06292959633333331,-0.10293749099999996,-0.16620267966666666,-0.01623090866666669,0.0010946846666666933,0.04954878933333329,0.08554714399999996,-0.07883047133333328,-0.032586867666666686,-0.007783255333333282,0.03333333333333333,0.9666666666666667
18341426,-0.034651421971831936,0.031888918340896716,33,0.11121725306060601,0.06691917575757571,0.04429807730303027,4.97,-0.11751592515151517,0.05463433757575758,-0.07247149545454544,0.08595179575757575,-0.0036680593939394357,0.21483640060606057,0.09271546969696966,-0.014043771818181809,-0.00848411969696976,-0.005743647575757524,0.15151515151515152,0.8484848484848485
19527043,0.04720461047180332,0.038692687293062154,62,0.0954174729677419,0.059954096048387064,0.03546337691935482,4.97,-0.008042043870967772,-0.036308605322580664,-0.029434466451612896,-0.01943170290322582,0.08688271709677418,0.05046654596774187,0.16870585225806445,-0.015989748548387084,0.015126787258064519,0.032931855806451596,0.8870967741935484,0.11290322580645161
20519885,0.004577866041584468,0.036882265058195925,86,0.11254802897674415,0.0063024125465115845,0.10624561643023255,4.94,-0.07350373790697672,-0.16841354116279064,-0.1571457623255814,-0.12114815534883713,-0.012687276511627937,-0.036175023255813975,-0.0797318746511628,-0.17995666918604653,-0.09085762999999997,-0.07981236848837203,0.6162790697674418,0.38372093023255816
20620135,-0.030346112531388914,0.04252072586943856,51,0.10174984247058819,0.05214177835294114,0.04960806411764702,4.95,-0.09035842254901964,0.044716469607843076,-0.08829874372549014,0.07096411196078434,0.009008839411764715,0.18611838823529406,-0.0284409919607843,-0.03374366117647059,-0.016131746470588234,-0.0284971009803921,0.19607843137254902,0.803921568627451
20633175,-0.015798779375143675,0.04293131944261914,94,0.1008032632659574,0.0655932871276595,0.03520997613829784,4.91,0.07853410617021274,-0.015173696170212816,-0.07770486957446805,0.052732255851063795,0.01567784819148935,0.09260850670212757,0.09463769861702119,-0.026920356595744634,0.03917249351063825,0.05026912319148936,0.3829787234042553,0.6170212765957447
20671966,0.04645518212274961,0.04422186272102576,27,0.09741269992592591,0.02697079529629629,0.07044190462962958,4.92,-0.04156230296296294,-0.15341555888888891,-0.10074512740740733,-0.09489144259259256,-0.010933710370370333,-0.02532700740740735,0.039242859259259216,-0.09226975148148149,0.060183483333333336,-0.014992534814814764,0.8518518518518519,0.14814814814814814
21052414,0.019637901269686495,0.026823166331256105,31,0.07688076283870963,0.022961527225806397,0.053919235612903196,4.79,-0.08887764193548388,-0.08165488129032263,-0.08475844612903222,-0.06069748935483874,0.007823984193548315,-0.01819351838709673,0.039622168064516135,-0.018359929677419302,-0.002707218709677458,-0.0017741106451612707,0.8064516129032258,0.1935483870967742
21392315,0.05911203634062942,0.03492804541994063,70,0.10333687337142855,0.02610803327142854,0.07722884009999999,4.85,-0.11385469999999999,-0.09170182885714281,-0.13258157257142855,-0.08408231614285717,-0.014762810142857082,-0.0646549561428571,-0.04764750700000003,-0.09383097585714287,0.17033035042857142,-0.03842175199999998,0.9428571428571428,0.05714285714285714
21449583,-0.04091521673004206,0.027747655969771863,5,0.10722124279999998,0.014211955799999981,0.09300928699999997,5.0,-0.11525289799999991,-0.13742574999999999,-0.24473350600000005,-0.04341038000000004,-0.004874899999999981,0.01754897200000004,-0.050238263999999956,-0.18332875999999998,-0.010371997999999976,-0.01588582800000004,0.0,1.0
21769213,0.0368854089336869,0.03773613705969557,19,0.09123732815789469,0.03753854552631573,0.05369878263157892,4.76,-0.0649709252631579,-0.09699751947368423,-0.025934929473684174,-0.07940644421052637,0.01588714473684203,-0.029538710526315744,0.08539210421052632,0.015595325789473745,0.012055583157894685,0.006315999999999995,0.8421052631578947,0.15789473684210525
21769439,0.02556644671288731,0.04297314180135422,16,0.09226951481249998,0.029294277812499957,0.06297523699999999,4.78,-0.09085729750000003,-0.10663138375000003,-0.042270647499999967,-0.08094338937500002,-0.006042199375000049,-0.05238232312499994,0.06017642687500002,0.0012484962500000727,-0.00903318937500003,-0.010074084999999974,0.6875,0.3125
22398196,0.00295079557897718,0.034809602300473884,70,0.0886193748428571,0.022653969671428537,0.06596540517142852,4.92,-0.14419436728571428,-0.11281822157142854,-0.0393093767142857,-0.0779426111428571,-0.009570549285714268,-0.008039458571428583,-0.01610012085714284,0.026799122142857092,-0.040630264428571365,-0.011308507285714251,0.5142857142857142,0.4857142857142857
25549565,0.06224765171868519,0.040581625327782374,498,0.12266005920080318,0.03886806735742971,0.08379199184337344,4.9,-0.01717194251004012,-0.10149787092369475,-0.09434637102409633,-0.08374277094377512,-0.06063005381526099,-0.15842741359437745,0.21185318763052208,-0.11973010311244976,0.06658140991967872,-0.09212731648594374,0.9397590361445783,0.060240963855421686
28341274,0.03455588756883317,0.03155645082916308,69,0.11175281037681155,0.0719027177971014,0.0398500925797101,4.94,-0.06932640637681153,0.15744405811594195,-0.0836992994202898,0.19470266492753616,0.01585990246376816,0.1825927779710145,0.03597036782608694,-0.09954846202898551,-0.026364904782608736,0.0128955534782609,0.8840579710144928,0.11594202898550725
